"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"Finland","2011Q4","From 15 to 64 years","Females","Travel agency, tour operator and other reservation service and related activities","Thousand","2.8"
"Finland","2011Q4","From 15 to 64 years","Females","Security and investigation activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Services to buildings and landscape activities","Thousand","28.6"
"Finland","2011Q4","From 15 to 64 years","Females","Office administrative, office support and other business support activities","Thousand","7.3"
"Finland","2011Q4","From 15 to 64 years","Females","Public administration and defence; compulsory social security","Thousand","61.0"
"Finland","2011Q4","From 15 to 64 years","Females","Education","Thousand","117.3"
"Finland","2011Q4","From 15 to 64 years","Females","Human health activities","Thousand","158.8"
"Finland","2011Q4","From 15 to 64 years","Females","Residential care activities","Thousand","70.7"
"Finland","2011Q4","From 15 to 64 years","Females","Social work activities without accommodation","Thousand","115.1"
"Finland","2011Q4","From 15 to 64 years","Females","Creative, arts and entertainment activities","Thousand","9.0"
"Finland","2011Q4","From 15 to 64 years","Females","Libraries, archives, museums and other cultural activities","Thousand","9.8"
"Finland","2011Q4","From 15 to 64 years","Females","Gambling and betting activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Sports activities and amusement and recreation activities","Thousand","10.2"
"Finland","2011Q4","From 15 to 64 years","Females","Activities of membership organisations","Thousand","24.9"
"Finland","2011Q4","From 15 to 64 years","Females","Repair of computers and personal and household goods","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Other personal service activities","Thousand","24.0"
"Finland","2011Q4","From 15 to 64 years","Females","Activities of households as employers of domestic personnel","Thousand","4.3"
"Finland","2011Q4","From 15 to 64 years","Females","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","No response","Thousand","5.3"
"Finland","2011Q4","From 15 to 64 years","Females","Unknown NACE activity","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Crop and animal production, hunting and related service activities","Thousand","67.9"
"Finland","2012Q1","From 15 to 64 years","Total","Forestry and logging","Thousand","19.9"
"Finland","2012Q1","From 15 to 64 years","Total","Fishing and aquaculture","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Mining of coal and lignite","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Mining of metal ores","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Other mining and quarrying","Thousand","3.7"
"Finland","2012Q1","From 15 to 64 years","Total","Mining support service activities","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of food products","Thousand","33.7"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of beverages","Thousand","3.7"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of tobacco products","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of textiles","Thousand","4.6"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of wearing apparel","Thousand","3.6"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","23.1"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","20.0"
"Finland","2012Q1","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","11.6"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand","2.4"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","13.0"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","3.5"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","13.1"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","14.2"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","15.0"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","39.1"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","31.7"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","18.3"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","46.6"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","7.2"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","8.4"
"Finland","2012Q1","From 15 to 64 years","Total","Manufacture of furniture","Thousand","9.3"
"Finland","2012Q1","From 15 to 64 years","Total","Other manufacturing","Thousand","4.5"
"Finland","2012Q1","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","18.3"
"Finland","2012Q1","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","15.2"
"Finland","2012Q1","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand","3.1"
"Finland","2012Q1","From 15 to 64 years","Total","Sewerage","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","6.2"
"Finland","2012Q1","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand",":"
"Finland","2012Q1","From 15 to 64 years","Total","Construction of buildings","Thousand","59.7"
"Finland","2012Q1","From 15 to 64 years","Total","Civil engineering","Thousand","17.8"
"Finland","2012Q1","From 15 to 64 years","Total","Specialised construction activities","Thousand","87.8"
"Finland","2012Q1","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","43.5"
"Finland","2012Q1","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","85.6"
"Finland","2012Q1","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","149.3"
"Finland","2012Q1","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","74.1"
"Finland","2012Q1","From 15 to 64 years","Total","Water transport","Thousand","7.4"
"Finland","2012Q1","From 15 to 64 years","Total","Air transport","Thousand","5.8"
"Finland","2012Q1","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","30.3"
"Finland","2012Q1","From 15 to 64 years","Total","Postal and courier activities","Thousand","23.6"
"Finland","2012Q1","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","13.5"
"Finland","2012Q1","From 15 to 64 years","Total","Food and beverage service activities","Thousand","62.7"
"Finland","2012Q1","From 15 to 64 years","Total","Publishing activities","Thousand","21.5"
"Finland","2012Q1","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","4.5"
"Finland","2012Q1","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","6.2"
"Finland","2012Q1","From 15 to 64 years","Total","Telecommunications","Thousand","13.5"
"Finland","2012Q1","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","50.8"
"Finland","2012Q1","From 15 to 64 years","Total","Information service activities","Thousand","5.8"
"Finland","2012Q1","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","33.8"
"Finland","2012Q1","From 15 to 64 years","Total","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","11.0"
"Finland","2012Q1","From 15 to 64 years","Total","Activities auxiliary to financial services and insurance activities","Thousand","6.9"
"Finland","2012Q1","From 15 to 64 years","Total","Real estate activities","Thousand","21.5"
"Finland","2012Q1","From 15 to 64 years","Total","Legal and accounting activities","Thousand","23.1"
"Finland","2012Q1","From 15 to 64 years","Total","Activities of head offices; management consultancy activities","Thousand","15.8"
"Finland","2012Q1","From 15 to 64 years","Total","Architectural and engineering activities; technical testing and analysis","Thousand","55.2"
"Finland","2012Q1","From 15 to 64 years","Total","Scientific research and development","Thousand","28.9"
"Finland","2012Q1","From 15 to 64 years","Total","Advertising and market research","Thousand","10.1"
"Finland","2012Q1","From 15 to 64 years","Total","Other professional, scientific and technical activities","Thousand","12.6"
"Finland","2012Q1","From 15 to 64 years","Total","Veterinary activities","Thousand","3.3"
"Finland","2012Q1","From 15 to 64 years","Total","Rental and leasing activities","Thousand","4.4"
"Finland","2012Q1","From 15 to 64 years","Total","Employment activities","Thousand","6.6"
"Finland","2012Q1","From 15 to 64 years","Total","Travel agency, tour operator and other reservation service and related activities","Thousand","3.7"
"Finland","2012Q1","From 15 to 64 years","Total","Security and investigation activities","Thousand","10.4"
"Finland","2012Q1","From 15 to 64 years","Total","Services to buildings and landscape activities","Thousand","60.0"
"Finland","2012Q1","From 15 to 64 years","Total","Office administrative, office support and other business support activities","Thousand","13.2"
"Finland","2012Q1","From 15 to 64 years","Total","Public administration and defence; compulsory social security","Thousand","110.4"
"Finland","2012Q1","From 15 to 64 years","Total","Education","Thousand","174.9"
"Finland","2012Q1","From 15 to 64 years","Total","Human health activities","Thousand","190.6"
"Finland","2012Q1","From 15 to 64 years","Total","Residential care activities","Thousand","81.1"
"Finland","2012Q1","From 15 to 64 years","Total","Social work activities without accommodation","Thousand","132.3"
"Finland","2012Q1","From 15 to 64 years","Total","Creative, arts and entertainment activities","Thousand","17.5"
"Finland","2012Q1","From 15 to 64 years","Total","Libraries, archives, museums and other cultural activities","Thousand","11.6"
